obs,wage,female,nonwhite,union,education,exper,age,wind,femalenonw,lnwage,education_exper,_Ifemale_1,_IfemXeduca_1,_IfemXexper_1,_Inonwhite_1,_InonXeduca_1
647,5,1,0,0,12,29,47,0,0,1.609437943,348,1,12,29,0,0
648,12.39999962,0,0,0,12,18,36,0,0,2.517696381,216,0,0,0,0,0
649,5,1,0,0,12,24,42,0,0,1.609437943,288,1,12,24,0,0
650,6.920000076,0,0,0,12,26,44,1,0,1.934415817,312,0,0,0,0,0
651,7.840000153,1,0,0,12,33,51,0,0,2.059238911,396,1,12,33,0,0
652,6.880000114,1,0,0,12,16,34,1,0,1.92861867,192,1,12,16,0,0
653,6.349999905,1,0,0,12,15,33,0,0,1.848454833,180,1,12,15,0,0
654,8.25,1,0,0,12,17,35,0,0,2.11021328,204,1,12,17,0,0
655,12.80000019,0,0,0,14,27,47,0,0,2.549445152,378,0,0,0,0,0
656,19.23999977,1,0,0,12,25,43,1,0,2.956991434,300,1,12,25,0,0
657,15,1,0,0,14,14,34,0,0,2.708050251,196,1,14,14,0,0
658,7,1,0,0,16,8,30,0,0,1.945910096,128,1,16,8,0,0
659,6,0,0,0,12,5,23,0,0,1.791759491,60,0,0,0,0,0
660,7.300000191,1,0,0,16,17,39,1,0,1.987874389,272,1,16,17,0,0
661,5,1,0,0,12,3,21,0,0,1.609437943,36,1,12,3,0,0
662,20.85000038,1,0,0,16,19,41,1,0,3.037353992,304,1,16,19,0,0
663,12.25,1,0,0,16,0,22,0,0,2.505525827,0,1,16,0,0,0
664,6.730000019,1,0,0,12,9,27,1,0,1.906575203,108,1,12,9,0,0
665,11.53999996,0,0,0,18,32,56,1,0,2.445819139,576,0,0,0,0,0
666,5,1,0,0,12,31,49,1,0,1.609437943,372,1,12,31,0,0
667,20.20000076,0,0,0,12,31,49,1,0,3.005682707,372,0,0,0,0,0
668,18.75,0,0,1,12,34,52,1,0,2.931193829,408,0,0,0,0,0
669,4.900000095,0,0,0,16,1,23,1,0,1.589235187,16,0,0,0,0,0
670,9.619999886,0,0,0,12,10,28,1,0,2.263844252,120,0,0,0,0,0
671,8.649999619,0,0,0,14,24,44,1,0,2.157559395,336,0,0,0,0,0
672,9.180000305,1,0,0,14,7,27,1,0,2.217027187,98,1,14,7,0,0
673,5,0,0,0,12,6,24,0,0,1.609437943,72,0,0,0,0,0
674,7.5,0,0,0,12,41,59,1,0,2.014903069,492,0,0,0,0,0
675,20.20000076,0,1,0,16,37,59,1,0,3.005682707,592,0,0,0,1,16
676,4.659999847,1,0,0,12,6,24,0,0,1.539015412,72,1,12,6,0,0
677,4.25,0,0,0,11,19,36,0,0,1.446918964,209,0,0,0,0,0
678,9.239999771,1,0,1,16,2,24,1,0,2.223541975,32,1,16,2,0,0
679,13.46000004,0,1,0,12,15,33,1,0,2.599722385,180,0,0,0,1,12
680,13.64000034,0,0,0,14,21,41,1,0,2.613006592,294,0,0,0,0,0
681,7.5,0,1,0,7,14,27,0,0,2.014903069,98,0,0,0,1,7
682,7.25,0,1,0,16,30,52,0,0,1.981001496,480,0,0,0,1,16
683,9.229999542,1,1,0,12,10,28,1,1,2.222459078,120,1,12,10,1,12
684,14.39999962,0,0,1,12,32,50,1,0,2.667228222,384,0,0,0,0,0
685,13,1,0,0,12,9,27,0,0,2.564949274,108,1,12,9,0,0
686,15.57999992,0,0,1,12,35,53,1,0,2.745988131,420,0,0,0,0,0
687,5.78000021,1,0,0,12,30,48,1,0,1.75440371,360,1,12,30,0,0
688,15.56000042,0,0,0,12,21,39,1,0,2.744703531,252,0,0,0,0,0
689,13.89000034,1,0,0,12,18,36,1,0,2.631169081,216,1,12,18,0,0
690,18.45000076,0,0,0,12,35,53,1,0,2.915064335,420,0,0,0,0,0
691,6,0,0,0,12,5,23,0,0,1.791759491,60,0,0,0,0,0
692,5,1,0,0,12,23,41,0,0,1.609437943,276,1,12,23,0,0
693,7.139999866,1,0,0,12,5,23,0,0,1.965712786,60,1,12,5,0,0
694,7.079999924,0,0,0,12,21,39,1,0,1.957273841,252,0,0,0,0,0
695,5,0,0,0,12,13,31,1,0,1.609437943,156,0,0,0,0,0
696,13.46000004,1,0,1,18,24,48,1,0,2.599722385,432,1,18,24,0,0
697,33,0,0,0,12,47,65,0,0,3.496507645,564,0,0,0,0,0
698,12.90999985,0,0,1,11,21,38,0,0,2.558002234,231,0,0,0,0,0
699,4.5,1,0,0,14,13,33,0,0,1.504077435,182,1,14,13,0,0
700,5,1,0,1,12,17,35,0,0,1.609437943,204,1,12,17,0,0
701,13,0,0,1,12,13,31,0,0,2.564949274,156,0,0,0,0,0
702,10,1,0,0,10,23,39,0,0,2.302585125,230,1,10,23,0,0
703,34.95999908,1,0,0,20,6,32,1,0,3.554204464,120,1,20,6,0,0
704,12.65999985,1,1,1,14,6,26,1,1,2.53844738,84,1,14,6,1,14
705,17.29999924,0,1,0,18,4,28,1,0,2.850706339,72,0,0,0,1,18
706,18.29000092,1,0,1,12,30,48,1,0,2.906354427,360,1,12,30,0,0
707,48.08000183,0,0,0,16,2,24,1,0,3.872866392,32,0,0,0,0,0
708,19.23999977,0,0,0,16,28,50,1,0,2.956991434,448,0,0,0,0,0
709,12,0,0,0,12,25,43,0,0,2.484906673,300,0,0,0,0,0
710,22.72999954,1,0,1,16,42,64,1,0,3.123685598,672,1,16,42,0,0
711,12,0,0,0,12,20,38,1,0,2.484906673,240,0,0,0,0,0
712,17.78000069,1,0,0,14,24,44,1,0,2.878074169,336,1,14,24,0,0
713,8.890000343,1,0,0,12,37,55,1,0,2.184926987,444,1,12,37,0,0
714,15,0,0,1,12,35,53,0,0,2.708050251,420,0,0,0,0,0
715,13,1,0,1,11,33,50,0,0,2.564949274,363,1,11,33,0,0
716,64.08000183,1,0,0,16,12,34,1,0,4.160132408,192,1,16,12,0,0
717,14,0,0,0,12,23,41,1,0,2.639057398,276,0,0,0,0,0
718,12,0,0,0,14,9,29,0,0,2.484906673,126,0,0,0,0,0
719,7,0,1,0,5,22,33,0,0,1.945910096,110,0,0,0,1,5
720,27.70000076,0,0,0,16,15,37,1,0,3.321432352,240,0,0,0,0,0
721,9,0,0,0,12,11,29,0,0,2.197224617,132,0,0,0,0,0
722,11,0,0,0,12,27,45,0,0,2.397895336,324,0,0,0,0,0
723,1.570000052,0,1,0,16,6,28,1,0,0.451075643,96,0,0,0,1,16
724,6.050000191,1,1,0,12,4,22,0,1,1.800058246,48,1,12,4,1,12
725,15,1,0,0,12,27,45,0,0,2.708050251,324,1,12,27,0,0
726,19.25,0,0,1,12,22,40,1,0,2.957510948,264,0,0,0,0,0
727,10.42000008,0,0,0,16,19,41,1,0,2.343727112,304,0,0,0,0,0
728,10.30000019,0,0,0,12,32,50,0,0,2.332144022,384,0,0,0,0,0
729,13.84000015,0,0,0,16,11,33,1,0,2.627563,176,0,0,0,0,0
730,12,1,0,1,12,17,35,0,0,2.484906673,204,1,12,17,0,0
731,8.649999619,0,0,0,12,13,31,0,0,2.157559395,156,0,0,0,0,0
732,30.23999977,1,0,1,18,22,46,1,0,3.409165621,396,1,18,22,0,0
733,11.5,1,0,0,12,22,40,0,0,2.44234705,264,1,12,22,0,0
734,11.53999996,0,0,0,12,14,32,1,0,2.445819139,168,0,0,0,0,0
735,20.20000076,0,0,0,16,6,28,1,0,3.005682707,96,0,0,0,0,0
736,50,1,0,0,16,7,29,0,0,3.912023067,112,1,16,7,0,0
737,13,0,0,1,12,42,60,0,0,2.564949274,504,0,0,0,0,0
738,4.25,1,0,0,12,25,43,0,0,1.446918964,300,1,12,25,0,0
739,7.699999809,0,0,1,12,45,63,1,0,2.041220188,540,0,0,0,0,0
740,15.93999958,1,0,0,12,16,34,1,0,2.76883173,192,1,12,16,0,0
741,25.81999969,0,0,1,12,33,51,0,0,3.251149416,396,0,0,0,0,0
742,14,1,0,0,12,33,51,0,0,2.639057398,396,1,12,33,0,0
743,12.5,1,0,1,14,30,50,0,0,2.525728703,420,1,14,30,0,0
744,25.29000092,1,0,0,12,44,62,1,0,3.230409145,528,1,12,44,0,0
745,8.649999619,0,0,0,12,14,32,0,0,2.157559395,168,0,0,0,0,0
746,14,0,0,1,12,8,26,0,0,2.639057398,96,0,0,0,0,0
747,12,0,0,0,12,28,46,0,0,2.484906673,336,0,0,0,0,0
748,14.43000031,0,0,1,16,22,44,1,0,2.669309378,352,0,0,0,0,0
749,29.90999985,0,0,0,18,22,46,1,0,3.398192883,396,0,0,0,0,0
750,10.25,0,0,0,16,11,33,0,0,2.32727766,176,0,0,0,0,0
751,18.84000015,0,0,0,18,27,51,1,0,2.935982227,486,0,0,0,0,0
752,12,1,0,0,12,43,61,1,0,2.484906673,516,1,12,43,0,0
753,25,0,0,1,12,43,61,0,0,3.218875885,516,0,0,0,0,0
754,6.650000095,1,0,0,14,17,37,0,0,1.894616842,238,1,14,17,0,0
755,18,0,1,1,12,47,65,0,0,2.890371799,564,0,0,0,1,12
756,5,0,1,0,16,26,48,1,0,1.609437943,416,0,0,0,1,16
757,6.5,1,0,0,12,28,46,0,0,1.871802211,336,1,12,28,0,0
758,23.07999992,0,0,0,18,15,39,1,0,3.138966322,270,0,0,0,0,0
759,10.5,0,0,0,12,7,25,0,0,2.351375341,84,0,0,0,0,0
760,10,0,0,1,12,6,24,0,0,2.302585125,72,0,0,0,0,0
761,8.75,0,1,0,12,4,22,1,0,2.169053793,48,0,0,0,1,12
762,15.47000027,1,1,0,14,21,41,0,1,2.738902569,294,1,14,21,1,14
763,42.54999924,0,0,0,20,27,53,1,0,3.750679731,540,0,0,0,0,0
764,6,1,1,0,12,3,21,0,1,1.791759491,36,1,12,3,1,12
765,6.25,1,0,0,12,12,30,1,0,1.83258152,144,1,12,12,0,0
766,4,1,0,0,10,6,22,0,0,1.386294365,60,1,10,6,0,0
767,16.82999992,0,0,0,12,42,60,1,0,2.823163033,504,0,0,0,0,0
768,7,0,0,0,12,6,24,0,0,1.945910096,72,0,0,0,0,0
769,5.440000057,0,0,0,20,36,62,1,0,1.693779111,720,0,0,0,0,0
770,5,1,0,0,11,1,18,0,0,1.609437943,11,1,11,1,0,0
771,11,0,0,0,14,25,45,0,0,2.397895336,350,0,0,0,0,0
772,6.880000114,0,1,0,12,13,31,1,0,1.92861867,156,0,0,0,1,12
773,11,0,1,1,12,10,28,0,0,2.397895336,120,0,0,0,1,12
774,19.23999977,0,0,0,18,9,33,1,0,2.956991434,162,0,0,0,0,0
775,10.10000038,0,0,0,12,30,48,0,0,2.312535524,360,0,0,0,0,0
776,9.529999733,0,0,0,12,13,31,0,0,2.254444599,156,0,0,0,0,0
777,9.350000381,0,0,1,12,17,35,0,0,2.235376358,204,0,0,0,0,0
778,7,0,1,0,12,18,36,0,0,1.945910096,216,0,0,0,1,12
779,31.86000061,0,0,0,12,31,49,1,0,3.461351395,372,0,0,0,0,0
780,12.5,1,0,1,12,34,52,0,0,2.525728703,408,1,12,34,0,0
781,28.85000038,1,0,0,16,10,32,1,0,3.3621099,160,1,16,10,0,0
782,8,1,0,0,12,9,27,0,0,2.079441547,108,1,12,9,0,0
783,12.18000031,0,0,1,16,9,31,1,0,2.499795198,144,0,0,0,0,0
784,5,0,0,0,11,14,31,0,0,1.609437943,154,0,0,0,0,0
785,7.25,1,0,0,12,20,38,0,0,1.981001496,240,1,12,20,0,0
786,18,1,0,0,16,17,39,0,0,2.890371799,272,1,16,17,0,0
787,8,0,0,1,12,12,30,0,0,2.079441547,144,0,0,0,0,0
788,8,0,0,1,12,10,28,0,0,2.079441547,120,0,0,0,0,0
789,16,1,0,0,16,12,34,1,0,2.77258873,192,1,16,12,0,0
790,8.649999619,0,0,0,12,22,40,1,0,2.157559395,264,0,0,0,0,0
791,14.48999977,0,0,1,12,33,51,0,0,2.673458815,396,0,0,0,0,0
792,3.75,1,0,0,12,31,49,1,0,1.321755886,372,1,12,31,0,0
793,7.5,0,0,0,16,4,26,1,0,2.014903069,64,0,0,0,0,0
794,9,1,0,0,12,0,18,1,0,2.197224617,0,1,12,0,0,0
795,3.5,0,1,0,12,4,22,1,0,1.252762914,48,0,0,0,1,12
796,27.5,0,1,1,12,30,48,1,0,3.314186096,360,0,0,0,1,12
797,20,0,0,0,12,11,29,0,0,2.995732307,132,0,0,0,0,0
798,12,1,1,1,12,24,42,0,1,2.484906673,288,1,12,24,1,12
799,3.75,1,1,1,0,56,62,1,1,1.321755886,0,1,0,56,1,0
800,45,1,0,0,18,16,40,0,0,3.80666256,288,1,18,16,0,0
801,6,1,0,0,9,13,28,0,0,1.791759491,117,1,9,13,0,0
802,21.14999962,1,0,0,20,3,29,1,0,3.051639795,60,1,20,3,0,0
803,16.82999992,0,1,0,16,14,36,1,0,2.823163033,224,0,0,0,1,16
804,8.050000191,0,0,0,14,24,44,0,0,2.08567214,336,0,0,0,0,0
805,22.21999931,0,0,0,16,15,37,1,0,3.10099268,240,0,0,0,0,0
806,3.079999924,0,1,0,12,11,29,1,0,1.124929547,132,0,0,0,1,12
807,42.72999954,0,0,0,18,16,40,1,0,3.754901171,288,0,0,0,0,0
808,35,1,0,1,12,19,37,1,0,3.555348158,228,1,12,19,0,0
809,49.45999908,0,0,0,16,23,45,1,0,3.901164293,368,0,0,0,0,0
810,17.29999924,0,0,0,12,32,50,1,0,2.850706339,384,0,0,0,0,0
811,15.85000038,1,0,0,12,30,48,1,0,2.763169527,360,1,12,30,0,0
812,11.22000027,1,0,0,18,21,45,1,0,2.417697906,378,1,18,21,0,0
813,17.28000069,1,0,1,16,43,65,0,0,2.84954977,688,1,16,43,0,0
814,5,1,0,0,12,15,33,0,0,1.609437943,180,1,12,15,0,0
815,11.25,1,0,0,12,9,27,1,0,2.420368195,108,1,12,9,0,0
816,13,0,1,1,5,34,45,0,0,2.564949274,170,0,0,0,1,5
817,26.92000008,0,0,0,18,11,35,1,0,3.292869568,198,0,0,0,0,0
818,6.25,1,1,0,12,13,31,1,1,1.83258152,156,1,12,13,1,12
819,48.08000183,1,0,0,16,20,42,1,0,3.872866392,320,1,16,20,0,0
820,19.21999931,0,0,0,16,14,36,1,0,2.955951452,224,0,0,0,0,0
821,13.75,1,0,0,14,8,28,1,0,2.621038914,112,1,14,8,0,0
822,9.260000229,0,0,0,16,26,48,1,0,2.225703955,416,0,0,0,0,0
823,6.5,1,0,0,14,7,27,0,0,1.871802211,98,1,14,7,0,0
824,6.599999905,1,0,0,16,0,22,0,0,1.887069583,0,1,16,0,0,0
825,14.28999996,1,0,0,14,30,50,1,0,2.659559965,420,1,14,30,0,0
826,15.71000004,1,0,0,16,13,35,1,0,2.754297495,208,1,16,13,0,0
827,23.54999924,0,0,0,18,26,50,1,0,3.159125805,468,0,0,0,0,0
828,16.03000069,0,0,0,12,12,30,1,0,2.774461985,144,0,0,0,0,0
829,18,0,1,1,12,30,48,0,0,2.890371799,360,0,0,0,1,12
830,12.14000034,0,1,1,12,23,41,0,0,2.496505737,276,0,0,0,1,12
831,12,0,1,0,18,6,30,0,0,2.484906673,108,0,0,0,1,18
832,17.76000023,1,0,0,12,38,56,1,0,2.876948833,456,1,12,38,0,0
833,18,0,0,1,12,23,41,0,0,2.890371799,276,0,0,0,0,0
834,11,0,0,0,12,17,35,0,0,2.397895336,204,0,0,0,0,0
835,12,0,0,1,12,30,48,0,0,2.484906673,360,0,0,0,0,0
836,9.220000267,0,0,0,12,30,48,1,0,2.221374989,360,0,0,0,0,0
837,4.25,1,0,0,12,21,39,0,0,1.446918964,252,1,12,21,0,0
838,17.95999908,1,0,0,16,7,29,1,0,2.888147116,112,1,16,7,0,0
839,6,1,0,1,12,0,18,0,0,1.791759491,0,1,12,0,0,0
840,11.25,0,0,1,12,15,33,1,0,2.420368195,180,0,0,0,0,0
841,12.72999954,1,0,1,18,17,41,1,0,2.543961287,306,1,18,17,0,0
842,8,0,0,1,12,20,38,0,0,2.079441547,240,0,0,0,0,0
843,4.75,1,0,0,10,3,19,0,0,1.558144569,30,1,10,3,0,0
844,7.349999905,1,0,0,12,18,36,0,0,1.994700313,216,1,12,18,0,0
845,27.70000076,1,0,0,12,33,51,1,0,3.321432352,396,1,12,33,0,0
846,19.22999954,0,0,0,18,27,51,1,0,2.956471443,486,0,0,0,0,0
847,9.050000191,1,0,0,12,27,45,1,0,2.20276475,324,1,12,27,0,0
848,19.22999954,0,0,0,12,14,32,1,0,2.956471443,168,0,0,0,0,0
849,8.840000153,0,0,0,16,0,22,1,0,2.179286957,0,0,0,0,0,0
850,17.29999924,0,0,0,18,20,44,1,0,2.850706339,360,0,0,0,0,0
851,13.44999981,1,0,1,16,23,45,1,0,2.598978996,368,1,16,23,0,0
852,8.5,0,0,0,12,25,43,0,0,2.140066147,300,0,0,0,0,0
853,12.65999985,1,0,0,16,20,42,1,0,2.53844738,320,1,16,20,0,0
854,18.60000038,1,0,0,16,4,26,1,0,2.923161507,64,1,16,4,0,0
855,11.22000027,0,0,0,14,26,46,1,0,2.417697906,364,0,0,0,0,0
856,10.35000038,0,0,0,12,4,22,1,0,2.336986542,48,0,0,0,0,0
857,14.43999958,0,0,0,12,43,61,1,0,2.670002222,516,0,0,0,0,0
858,6.659999847,1,0,0,12,40,58,0,0,1.896119475,480,1,12,40,0,0
859,13.64999962,0,0,0,7,35,48,1,0,2.613739491,245,0,0,0,0,0
860,4.349999905,1,1,0,12,23,41,0,1,1.470175862,276,1,12,23,1,12
861,14.43000031,0,0,0,12,30,48,1,0,2.669309378,360,0,0,0,0,0
862,6.25,1,0,0,12,44,62,1,0,1.83258152,528,1,12,44,0,0
863,16.20000076,1,0,0,16,21,43,0,0,2.785011292,336,1,16,21,0,0
864,7.5,1,1,0,12,16,34,0,1,2.014903069,192,1,12,16,1,12
865,5,0,1,0,12,7,25,0,0,1.609437943,84,0,0,0,1,12
866,6,1,0,0,12,19,37,0,0,1.791759491,228,1,12,19,0,0
867,38.45999908,0,0,0,18,21,45,1,0,3.649618626,378,0,0,0,0,0
868,34.95999908,0,0,0,18,24,48,1,0,3.554204464,432,0,0,0,0,0
869,10.77999973,0,0,0,12,30,48,1,0,2.377692461,360,0,0,0,0,0
870,16.82999992,0,0,0,12,43,61,1,0,2.823163033,516,0,0,0,0,0
871,32.04999924,0,0,0,20,23,49,1,0,3.467297077,460,0,0,0,0,0
872,5,1,0,0,10,42,58,0,0,1.609437943,420,1,10,42,0,0
873,12.02999973,0,0,1,10,34,50,1,0,2.487403393,340,0,0,0,0,0
874,9.319999695,0,0,0,12,11,29,0,0,2.232162714,132,0,0,0,0,0
875,8,0,0,0,12,9,27,0,0,2.079441547,108,0,0,0,0,0
876,5.5,1,0,0,12,33,51,0,0,1.704748034,396,1,12,33,0,0
877,6,1,0,0,12,13,31,0,0,1.791759491,156,1,12,13,0,0
878,7,0,0,0,7,17,30,0,0,1.945910096,119,0,0,0,0,0
879,33.33000183,0,0,0,16,7,29,1,0,3.506458044,112,0,0,0,0,0
880,5,1,0,0,12,10,28,0,0,1.609437943,120,1,12,10,0,0
881,8.31000042,1,0,0,12,10,28,0,0,2.117459774,120,1,12,10,0,0
882,15,1,0,0,14,7,27,0,0,2.708050251,98,1,14,7,0,0
883,22.12999916,0,0,0,16,28,50,1,0,3.09693408,448,0,0,0,0,0
884,17.86000061,1,0,1,18,20,44,1,0,2.882563591,360,1,18,20,0,0
885,32.04999924,0,0,1,16,12,34,0,0,3.467297077,192,0,0,0,0,0
886,23.5,0,0,0,16,10,32,0,0,3.157000303,160,0,0,0,0,0
887,30.62000084,0,0,0,18,15,39,1,0,3.421653509,270,0,0,0,0,0
888,16,1,0,0,12,29,47,0,0,2.77258873,348,1,12,29,0,0
889,3.849999905,1,0,0,14,3,23,1,0,1.348073125,42,1,14,3,0,0
890,6.239999771,1,1,0,12,26,44,0,1,1.830980182,312,1,12,26,1,12
891,6.880000114,0,0,0,7,39,52,0,0,1.92861867,273,0,0,0,0,0
892,6.670000076,0,0,0,10,37,53,1,0,1.897619843,370,0,0,0,0,0
893,7.5,1,0,0,12,34,52,0,0,2.014903069,408,1,12,34,0,0
894,9.699999809,0,0,0,9,30,45,0,0,2.272125959,270,0,0,0,0,0
895,6.519999981,0,0,0,9,34,49,0,0,1.874874353,306,0,0,0,0,0
896,9.600000381,1,0,0,16,25,47,1,0,2.261763096,400,1,16,25,0,0
897,11,1,0,0,16,11,33,0,0,2.397895336,176,1,16,11,0,0
898,11.05000019,1,0,0,16,2,24,1,0,2.402430534,32,1,16,2,0,0
899,6.5,1,1,0,9,21,36,0,1,1.871802211,189,1,9,21,1,9
900,5.75,0,0,0,16,13,35,0,0,1.749199867,208,0,0,0,0,0
901,5.400000095,1,0,0,12,2,20,0,0,1.686398983,24,1,12,2,0,0
902,6.78000021,1,0,0,12,2,20,1,0,1.913977146,24,1,12,2,0,0
903,16,1,0,0,12,44,62,0,0,2.77258873,528,1,12,44,0,0
904,10.15999985,0,0,0,12,25,43,0,0,2.318458319,300,0,0,0,0,0
905,1.5,1,0,0,14,17,37,0,0,0.405465096,238,1,14,17,0,0
906,9.329999924,0,0,0,16,4,26,1,0,2.233235121,64,0,0,0,0,0
907,13.52000046,1,0,1,12,27,45,0,0,2.604170084,324,1,12,27,0,0
908,4.25,0,0,0,12,4,22,0,0,1.446918964,48,0,0,0,0,0
909,15,0,0,1,12,29,47,0,0,2.708050251,348,0,0,0,0,0
910,18.12999916,0,0,1,14,22,42,0,0,2.897567987,308,0,0,0,0,0
911,6.25,0,0,0,12,22,40,0,0,1.83258152,264,0,0,0,0,0
912,5.800000191,0,0,0,12,3,21,0,0,1.757857919,36,0,0,0,0,0
913,4.25,1,0,0,12,1,19,0,0,1.446918964,12,1,12,1,0,0
914,6.349999905,1,0,0,12,44,62,0,0,1.848454833,528,1,12,44,0,0
915,14.43000031,1,0,1,18,21,45,1,0,2.669309378,378,1,18,21,0,0
916,11,0,0,0,0,51,57,0,0,2.397895336,0,0,0,0,0,0
917,12.02999973,1,1,1,16,41,63,1,1,2.487403393,656,1,16,41,1,16
918,9,1,1,0,12,15,33,0,1,2.197224617,180,1,12,15,1,12
919,6.5,1,0,0,16,4,26,0,0,1.871802211,64,1,16,4,0,0
920,9.789999962,1,0,0,16,8,30,0,0,2.281361341,128,1,16,8,0,0
921,6.150000095,0,0,0,12,21,39,1,0,1.816452146,252,0,0,0,0,0
922,12.22000027,0,0,1,16,9,31,1,0,2.503073931,144,0,0,0,0,0
923,6.199999809,1,0,0,12,26,44,0,0,1.824549317,312,1,12,26,0,0
924,22.15999985,0,0,0,12,40,58,1,0,3.098288774,480,0,0,0,0,0
925,12.88000011,0,0,1,12,24,42,0,0,2.555675745,288,0,0,0,0,0
926,12.19999981,0,0,0,12,26,44,0,0,2.501435995,312,0,0,0,0,0
927,28.84000015,0,0,0,18,15,39,1,0,3.361763239,270,0,0,0,0,0
928,6,1,0,0,12,4,22,0,0,1.791759491,48,1,12,4,0,0
929,13,1,0,0,14,31,51,0,0,2.564949274,434,1,14,31,0,0
930,5,1,1,0,10,26,42,0,1,1.609437943,260,1,10,26,1,10
931,9.520000458,1,0,0,12,44,62,1,0,2.253394842,528,1,12,44,0,0
932,7,1,0,0,12,13,31,0,0,1.945910096,156,1,12,13,0,0
933,9.5,0,0,0,12,20,38,0,0,2.251291752,240,0,0,0,0,0
934,2,0,0,0,11,1,18,0,0,0.693147182,11,0,0,0,0,0
935,15.81999969,0,0,0,12,9,27,1,0,2.761275053,108,0,0,0,0,0
936,30,1,0,0,20,17,43,1,0,3.401197433,340,1,20,17,0,0
937,9.619999886,1,0,0,14,5,25,1,0,2.263844252,70,1,14,5,0,0
938,14.84000015,1,0,0,12,44,62,0,0,2.697326183,528,1,12,44,0,0
939,11.5,0,0,0,16,4,26,0,0,2.44234705,64,0,0,0,0,0
940,31.25,0,0,0,16,39,61,1,0,3.442019463,624,0,0,0,0,0
941,33.56000137,0,0,0,18,17,41,1,0,3.51333499,306,0,0,0,0,0
942,5,1,0,0,16,22,44,0,0,1.609437943,352,1,16,22,0,0
943,29.57999992,0,0,0,16,31,53,1,0,3.387098551,496,0,0,0,0,0
944,9.130000114,1,0,0,12,33,51,1,0,2.211565733,396,1,12,33,0,0
945,8.890000343,0,0,0,16,16,38,1,0,2.184926987,256,0,0,0,0,0
946,5.25,0,0,0,12,5,23,0,0,1.65822804,60,0,0,0,0,0
947,11,1,0,1,12,18,36,0,0,2.397895336,216,1,12,18,0,0
948,15.35000038,0,0,0,12,23,41,0,0,2.73111558,276,0,0,0,0,0
949,10.85000038,1,0,0,18,18,42,1,0,2.384165049,324,1,18,18,0,0
950,11.31999969,0,0,0,12,13,31,0,0,2.426571131,156,0,0,0,0,0
951,6.650000095,1,0,0,12,23,41,0,0,1.894616842,276,1,12,23,0,0
952,5,1,0,0,12,1,19,0,0,1.609437943,12,1,12,1,0,0
953,10.21000004,1,0,1,12,12,30,0,0,2.323367596,144,1,12,12,0,0
954,5.510000229,1,0,0,12,22,40,0,0,1.706564665,264,1,12,22,0,0
955,10,0,0,0,16,37,59,0,0,2.302585125,592,0,0,0,0,0
956,20,0,0,0,12,20,38,0,0,2.995732307,240,0,0,0,0,0
957,1.149999976,0,0,0,12,43,61,1,0,0.139761925,516,0,0,0,0,0
958,14.43000031,0,0,0,12,16,34,1,0,2.669309378,192,0,0,0,0,0
959,9.300000191,1,0,0,12,24,42,0,0,2.230014324,288,1,12,24,0,0
960,8,0,0,0,12,6,24,0,0,2.079441547,72,0,0,0,0,0
961,7.960000038,1,0,0,12,30,48,0,0,2.074429035,360,1,12,30,0,0
962,11,0,0,1,12,19,37,0,0,2.397895336,228,0,0,0,0,0
963,5,0,0,0,12,29,47,0,0,1.609437943,348,0,0,0,0,0
964,33.65000153,0,0,0,16,27,49,1,0,3.516013145,432,0,0,0,0,0
965,5.5,1,0,0,12,13,31,0,0,1.704748034,156,1,12,13,0,0
966,14.85999966,0,0,0,12,17,35,1,0,2.69867301,204,0,0,0,0,0
967,4.5,1,0,0,11,1,18,0,0,1.504077435,11,1,11,1,0,0
