obs,wage,female,nonwhite,union,education,exper,age,wind,femalenonw,lnwage,education_exper,_Ifemale_1,_IfemXeduca_1,_IfemXexper_1,_Inonwhite_1,_InonXeduca_1
968,12.30000019,0,0,1,16,18,40,1,0,2.509599209,288,0,0,0,0,0
969,42.72999954,0,0,0,16,24,46,1,0,3.754901171,384,0,0,0,0,0
970,18.65999985,1,0,1,12,31,49,0,0,2.926382303,372,1,12,31,0,0
971,11,1,0,0,12,26,44,1,0,2.397895336,312,1,12,26,0,0
972,10,1,0,0,16,2,24,0,0,2.302585125,32,1,16,2,0,0
973,7,0,0,1,12,34,52,0,0,1.945910096,408,0,0,0,0,0
974,11.72000027,0,0,0,12,32,50,0,0,2.461296797,384,0,0,0,0,0
975,5,1,0,0,12,3,21,0,0,1.609437943,36,1,12,3,0,0
976,18.25,0,0,0,12,25,43,0,0,2.90416503,300,0,0,0,0,0
977,5.5,0,0,0,12,35,53,0,0,1.704748034,420,0,0,0,0,0
978,6,1,0,0,12,14,32,0,0,1.791759491,168,1,12,14,0,0
979,5.449999809,1,0,0,12,18,36,0,0,1.69561553,216,1,12,18,0,0
980,5.829999924,1,0,0,12,46,64,1,0,1.763016939,552,1,12,46,0,0
981,14.43000031,0,0,0,12,27,45,1,0,2.669309378,324,0,0,0,0,0
982,6.730000019,1,0,0,12,12,30,1,0,1.906575203,144,1,12,12,0,0
983,12.56999969,0,1,1,12,28,46,0,0,2.531312943,336,0,0,0,1,12
984,5,0,0,0,12,6,24,0,0,1.609437943,72,0,0,0,0,0
985,8.399999619,0,1,0,14,30,50,1,0,2.128231764,420,0,0,0,1,14
986,4.699999809,1,0,0,11,1,18,0,0,1.54756248,11,1,11,1,0,0
987,10.25,1,0,0,12,11,29,0,0,2.32727766,132,1,12,11,0,0
988,12.40999985,0,0,1,12,8,26,0,0,2.518502474,96,0,0,0,0,0
989,5.449999809,1,0,0,12,39,57,0,0,1.69561553,468,1,12,39,0,0
990,48.06999969,0,0,0,20,37,63,1,0,3.872658253,740,0,0,0,0,0
991,19,1,0,1,14,14,34,0,0,2.944438934,196,1,14,14,0,0
992,8.869999886,0,0,0,14,25,45,0,0,2.182674885,350,0,0,0,0,0
993,7.5,0,0,0,12,10,28,0,0,2.014903069,120,0,0,0,0,0
994,10.32999992,1,0,0,12,42,60,1,0,2.335052252,504,1,12,42,0,0
995,10,0,0,0,18,20,44,0,0,2.302585125,360,0,0,0,0,0
996,10.13000011,1,0,0,16,2,24,1,0,2.315501213,32,1,16,2,0,0
997,14.63000011,0,0,0,16,30,52,1,0,2.683074236,480,0,0,0,0,0
998,11.68000031,1,0,0,12,19,37,1,0,2.457878113,228,1,12,19,0,0
999,12.5,0,0,0,14,9,29,1,0,2.525728703,126,0,0,0,0,0
1000,6.920000076,1,0,0,11,28,45,1,0,1.934415817,308,1,11,28,0,0
1001,13,0,0,0,16,5,27,0,0,2.564949274,80,0,0,0,0,0
1002,11.77000046,0,0,1,12,36,54,0,0,2.465553999,432,0,0,0,0,0
1003,6.5,1,1,0,12,7,25,0,1,1.871802211,84,1,12,7,1,12
1004,17.75,0,0,0,18,9,33,0,0,2.87638545,162,0,0,0,0,0
1005,9,1,0,0,14,10,30,0,0,2.197224617,140,1,14,10,0,0
1006,13,1,0,0,12,33,51,0,0,2.564949274,396,1,12,33,0,0
1007,13.44999981,0,0,0,16,12,34,1,0,2.598978996,192,0,0,0,0,0
1008,11,1,0,0,12,21,39,0,0,2.397895336,252,1,12,21,0,0
1009,7.550000191,0,0,0,16,9,31,0,0,2.021547556,144,0,0,0,0,0
1010,7,1,0,0,12,27,45,0,0,1.945910096,324,1,12,27,0,0
1011,20.20000076,0,0,0,16,29,51,1,0,3.005682707,464,0,0,0,0,0
1012,16.35000038,0,0,1,12,34,52,0,0,2.794227839,408,0,0,0,0,0
1013,13.46000004,0,0,0,12,19,37,1,0,2.599722385,228,0,0,0,0,0
1014,12.5,0,0,0,12,29,47,1,0,2.525728703,348,0,0,0,0,0
1015,9.5,0,0,0,12,14,32,0,0,2.251291752,168,0,0,0,0,0
1016,20.18000031,0,0,0,18,17,41,1,0,3.004692078,306,0,0,0,0,0
1017,5,1,1,0,12,6,24,1,1,1.609437943,72,1,12,6,1,12
1018,5.25,1,0,0,12,6,24,0,0,1.65822804,72,1,12,6,0,0
1019,15,0,0,0,11,8,25,0,0,2.708050251,88,0,0,0,0,0
1020,4.25,0,0,0,16,16,38,0,0,1.446918964,256,0,0,0,0,0
1021,7.5,0,0,0,10,6,22,0,0,2.014903069,60,0,0,0,0,0
1022,15,0,0,0,12,34,52,0,0,2.708050251,408,0,0,0,0,0
1023,7.25,0,0,0,12,4,22,0,0,1.981001496,48,0,0,0,0,0
1024,18,0,0,1,12,6,24,0,0,2.890371799,72,0,0,0,0,0
1025,23.07999992,0,0,0,12,16,34,1,0,3.138966322,192,0,0,0,0,0
1026,9.979999542,0,0,0,12,16,34,0,0,2.300583124,192,0,0,0,0,0
1027,6,1,0,0,16,1,23,0,0,1.791759491,16,1,16,1,0,0
1028,6.349999905,1,0,0,12,21,39,0,0,1.848454833,252,1,12,21,0,0
1029,6.150000095,0,0,0,12,5,23,0,0,1.816452146,60,0,0,0,0,0
1030,13,0,0,1,12,21,39,0,0,2.564949274,252,0,0,0,0,0
1031,9.630000114,1,0,0,12,7,25,1,0,2.26488328,84,1,12,7,0,0
1032,14.39999962,1,0,0,12,18,36,0,0,2.667228222,216,1,12,18,0,0
1033,6.25,1,0,0,16,19,41,1,0,1.83258152,304,1,16,19,0,0
1034,10.93000031,1,0,0,12,17,35,1,0,2.39151144,204,1,12,17,0,0
1035,14.43999958,0,0,0,14,19,39,1,0,2.670002222,266,0,0,0,0,0
1036,6,0,0,0,12,5,23,0,0,1.791759491,60,0,0,0,0,0
1037,4.75,0,0,0,11,1,18,0,0,1.558144569,11,0,0,0,0,0
1038,22.76000023,0,0,0,16,14,36,1,0,3.12500453,224,0,0,0,0,0
1039,14.39999962,1,0,1,18,4,28,1,0,2.667228222,72,1,18,4,0,0
1040,5.75,1,1,0,16,18,40,0,1,1.749199867,288,1,16,18,1,16
1041,25.39999962,1,0,0,18,18,42,0,0,3.234749079,324,1,18,18,0,0
1042,15.75,1,0,0,12,9,27,1,0,2.756840467,108,1,12,9,0,0
1043,11,0,0,0,12,29,47,0,0,2.397895336,348,0,0,0,0,0
1044,6,1,0,1,12,3,21,0,0,1.791759491,36,1,12,3,0,0
1045,7.5,1,1,0,12,14,32,1,1,2.014903069,168,1,12,14,1,12
1046,13.69999981,0,1,0,14,27,47,0,0,2.617395878,378,0,0,0,1,14
1047,7.5,0,1,0,11,2,19,0,0,2.014903069,22,0,0,0,1,11
1048,7.199999809,1,1,0,12,16,34,1,1,1.974081039,192,1,12,16,1,12
1049,9,0,1,0,12,3,21,1,0,2.197224617,36,0,0,0,1,12
1050,17,0,0,1,12,38,56,0,0,2.833213329,456,0,0,0,0,0
1051,4.75,0,0,0,12,42,60,0,0,1.558144569,504,0,0,0,0,0
1052,5.599999905,0,0,0,12,7,25,0,0,1.722766638,84,0,0,0,0,0
1053,9.56000042,1,0,0,12,34,52,0,0,2.257587671,408,1,12,34,0,0
1054,12.19999981,0,0,1,12,21,39,0,0,2.501435995,252,0,0,0,0,0
1055,12.5,0,0,0,20,8,34,1,0,2.525728703,160,0,0,0,0,0
1056,27.20000076,0,0,1,16,23,45,1,0,3.303216934,368,0,0,0,0,0
1057,29.96999931,0,0,1,18,22,46,1,0,3.400196791,396,0,0,0,0,0
1058,9,0,0,0,18,36,60,0,0,2.197224617,648,0,0,0,0,0
1059,7.739999771,0,0,0,12,14,32,0,0,2.046401739,168,0,0,0,0,0
1060,22.21999931,1,0,1,20,4,30,0,0,3.10099268,80,1,20,4,0,0
1061,13.64999962,0,0,0,12,17,35,0,0,2.613739491,204,0,0,0,0,0
1062,4.849999905,1,0,0,12,2,20,0,0,1.578978658,24,1,12,2,0,0
1063,12.97999954,1,0,0,16,26,48,1,0,2.563409567,416,1,16,26,0,0
1064,5,1,0,0,12,38,56,0,0,1.609437943,456,1,12,38,0,0
1065,16,0,0,0,12,22,40,0,0,2.77258873,264,0,0,0,0,0
1066,11.25,1,0,0,16,4,26,1,0,2.420368195,64,1,16,4,0,0
1067,6.5,0,1,0,9,11,26,0,0,1.871802211,99,0,0,0,1,9
1068,6.199999809,1,0,0,12,1,19,0,0,1.824549317,12,1,12,1,0,0
1069,5,1,0,0,12,23,41,0,0,1.609437943,276,1,12,23,0,0
1070,6.940000057,1,0,0,11,22,39,1,0,1.937301755,242,1,11,22,0,0
1071,50,1,0,0,10,36,52,0,0,3.912023067,360,1,10,36,0,0
1072,10.84000015,0,0,0,12,11,29,1,0,2.383243084,132,0,0,0,0,0
1073,34.95999908,0,0,0,20,20,46,1,0,3.554204464,400,0,0,0,0,0
1074,5.900000095,1,1,0,12,13,31,0,1,1.774952412,156,1,12,13,1,12
1075,4.400000095,1,1,0,10,17,33,0,1,1.481604576,170,1,10,17,1,10
1076,6,0,0,0,12,22,40,0,0,1.791759491,264,0,0,0,0,0
1077,13,0,0,0,10,29,45,0,0,2.564949274,290,0,0,0,0,0
1078,5.699999809,1,0,0,11,1,18,0,0,1.740466118,11,1,11,1,0,0
1079,8.649999619,0,0,0,16,13,35,1,0,2.157559395,208,0,0,0,0,0
1080,7.449999809,1,0,0,12,30,48,0,0,2.008213997,360,1,12,30,0,0
1081,14.06999969,0,0,0,12,23,41,1,0,2.644044876,276,0,0,0,0,0
1082,6,0,0,0,14,3,23,0,0,1.791759491,42,0,0,0,0,0
1083,9.930000305,0,1,1,12,13,31,0,0,2.295560598,156,0,0,0,1,12
1084,12.19999981,1,1,0,16,33,55,0,1,2.501435995,528,1,16,33,1,16
1085,7.079999924,1,0,0,14,20,40,0,0,1.957273841,280,1,14,20,0,0
1086,8.979999542,1,0,0,12,16,34,1,0,2.194999933,192,1,12,16,0,0
1087,13.44999981,0,0,0,16,4,26,1,0,2.598978996,64,0,0,0,0,0
1088,5.75,1,0,0,12,5,23,0,0,1.749199867,60,1,12,5,0,0
1089,5.050000191,0,0,0,16,17,39,1,0,1.619388223,272,0,0,0,0,0
1090,13.19999981,1,0,0,16,15,37,1,0,2.580216885,240,1,16,15,0,0
1091,31.25,0,0,0,14,20,40,1,0,3.442019463,280,0,0,0,0,0
1092,5.75,0,0,0,11,5,22,1,0,1.749199867,55,0,0,0,0,0
1093,6.5,1,0,0,16,1,23,0,0,1.871802211,16,1,16,1,0,0
1094,6.25,1,1,1,14,17,37,1,1,1.83258152,238,1,14,17,1,14
1095,18.75,0,1,1,12,26,44,1,0,2.931193829,312,0,0,0,1,12
1096,5.300000191,1,1,0,12,20,38,0,1,1.667706847,240,1,12,20,1,12
1097,2.079999924,1,1,0,12,9,27,1,1,0.732367873,108,1,12,9,1,12
1098,9,0,1,0,12,5,23,0,0,2.197224617,60,0,0,0,1,12
1099,11.75,0,0,0,16,10,32,1,0,2.463853359,160,0,0,0,0,0
1100,8.079999924,1,0,1,12,24,42,0,0,2.089391947,288,1,12,24,0,0
1101,9,0,0,0,12,18,36,0,0,2.197224617,216,0,0,0,0,0
1102,10,0,0,0,16,26,48,0,0,2.302585125,416,0,0,0,0,0
1103,7.699999809,0,0,0,12,6,24,1,0,2.041220188,72,0,0,0,0,0
1104,9,1,1,0,12,30,48,0,1,2.197224617,360,1,12,30,1,12
1105,8,0,1,1,12,6,24,0,0,2.079441547,72,0,0,0,1,12
1106,18,0,0,1,12,17,35,0,0,2.890371799,204,0,0,0,0,0
1107,11.25,0,1,1,12,9,27,1,0,2.420368195,108,0,0,0,1,12
1108,7.5,0,0,0,12,8,26,0,0,2.014903069,96,0,0,0,0,0
1109,7,1,1,0,10,37,53,0,1,1.945910096,370,1,10,37,1,10
1110,7.96999979,1,1,0,12,15,33,0,1,2.075684547,180,1,12,15,1,12
1111,8.68999958,1,0,0,12,21,39,0,0,2.162172794,252,1,12,21,0,0
1112,12.38000011,1,0,0,14,13,33,0,0,2.516082287,182,1,14,13,0,0
1113,18.96999931,0,0,0,12,14,32,1,0,2.942858696,168,0,0,0,0,0
1114,4.25,1,0,0,12,5,23,0,0,1.446918964,60,1,12,5,0,0
1115,11,1,0,0,14,27,47,0,0,2.397895336,378,1,14,27,0,0
1116,4.349999905,0,1,0,12,4,22,0,0,1.470175862,48,0,0,0,1,12
1117,5.5,1,0,0,12,37,55,0,0,1.704748034,444,1,12,37,0,0
1118,2.779999971,1,0,0,0,40,46,1,0,1.022450924,0,1,0,40,0,0
1119,11,0,0,0,14,28,48,0,0,2.397895336,392,0,0,0,0,0
1120,10.69999981,1,0,0,12,12,30,1,0,2.370243788,144,1,12,12,0,0
1121,14.17000008,0,0,0,14,31,51,1,0,2.6511271,434,0,0,0,0,0
1122,4.75,1,0,0,0,39,45,0,0,1.558144569,0,1,0,39,0,0
1123,24.03000069,0,0,0,20,7,33,1,0,3.179303169,140,0,0,0,0,0
1124,8,1,0,0,14,3,23,0,0,2.079441547,42,1,14,3,0,0
1125,9.819999695,1,0,0,18,26,50,1,0,2.284421206,468,1,18,26,0,0
1126,3.839999914,1,0,0,16,27,49,1,0,1.345472336,432,1,16,27,0,0
1127,3.839999914,1,0,0,16,12,34,1,0,1.345472336,192,1,16,12,0,0
1128,6.909999847,0,0,0,12,24,42,0,0,1.93296957,288,0,0,0,0,0
1129,5,0,1,0,9,3,18,0,0,1.609437943,27,0,0,0,1,9
1130,15,0,0,0,12,24,42,0,0,2.708050251,288,0,0,0,0,0
1131,5.75,1,0,0,12,22,40,0,0,1.749199867,264,1,12,22,0,0
1132,13.80000019,1,0,0,12,8,26,0,0,2.624668598,96,1,12,8,0,0
1133,16,1,0,0,12,22,40,1,0,2.77258873,264,1,12,22,0,0
1134,11.25,0,1,0,16,4,26,1,0,2.420368195,64,0,0,0,1,16
1135,19,0,0,0,12,21,39,0,0,2.944438934,252,0,0,0,0,0
1136,9.5,1,0,0,12,17,35,1,0,2.251291752,204,1,12,17,0,0
1137,5.75,1,0,0,12,22,40,0,0,1.749199867,264,1,12,22,0,0
1138,9.5,1,0,1,12,10,28,0,0,2.251291752,120,1,12,10,0,0
1139,14,0,0,0,12,19,37,0,0,2.639057398,228,0,0,0,0,0
1140,19.22999954,0,0,0,7,32,45,1,0,2.956471443,224,0,0,0,0,0
1141,17.5,1,0,0,12,5,23,1,0,2.862200975,60,1,12,5,0,0
1142,10,1,0,0,12,13,31,0,0,2.302585125,156,1,12,13,0,0
1143,5.5,1,0,0,12,23,41,0,0,1.704748034,276,1,12,23,0,0
1144,7,1,1,0,12,4,22,0,1,1.945910096,48,1,12,4,1,12
1145,8,0,0,0,12,5,23,0,0,2.079441547,60,0,0,0,0,0
1146,7,1,0,0,16,11,33,0,0,1.945910096,176,1,16,11,0,0
1147,8,0,0,0,12,3,21,1,0,2.079441547,36,0,0,0,0,0
1148,4.25,1,1,0,12,23,41,0,1,1.446918964,276,1,12,23,1,12
1149,13.75,0,0,0,16,17,39,1,0,2.621038914,272,0,0,0,0,0
1150,11,0,1,0,12,15,33,0,0,2.397895336,180,0,0,0,1,12
1151,4.5,1,1,0,12,27,45,0,1,1.504077435,324,1,12,27,1,12
1152,7.5,0,0,0,12,16,34,1,0,2.014903069,192,0,0,0,0,0
1153,31.46999931,0,0,0,12,20,38,1,0,3.449034691,240,0,0,0,0,0
1154,8,1,0,0,12,30,48,0,0,2.079441547,360,1,12,30,0,0
1155,38.75,1,0,0,16,7,29,1,0,3.657130718,112,1,16,7,0,0
1156,9.25,0,0,0,12,21,39,0,0,2.224623442,252,0,0,0,0,0
1157,14,0,0,0,10,23,39,0,0,2.639057398,230,0,0,0,0,0
1158,8,0,0,0,12,13,31,0,0,2.079441547,156,0,0,0,0,0
1159,11.05000019,1,0,0,14,31,51,1,0,2.402430534,434,1,14,31,0,0
1160,7,1,0,0,12,25,43,0,0,1.945910096,300,1,12,25,0,0
1161,4.5,1,0,0,12,3,21,0,0,1.504077435,36,1,12,3,0,0
1162,6.400000095,1,0,0,16,1,23,1,0,1.85629797,16,1,16,1,0,0
1163,14.5,0,0,0,12,17,35,0,0,2.67414856,204,0,0,0,0,0
1164,5,1,0,0,12,16,34,0,0,1.609437943,192,1,12,16,0,0
1165,7.25,1,0,0,12,2,20,0,0,1.981001496,24,1,12,2,0,0
1166,10,1,0,1,12,19,37,0,0,2.302585125,228,1,12,19,0,0
1167,2.119999886,1,0,0,10,25,41,0,0,0.751416028,250,1,10,25,0,0
1168,6.900000095,1,0,0,12,19,37,0,0,1.931521416,228,1,12,19,0,0
1169,13.5,1,0,0,20,3,29,0,0,2.602689743,60,1,20,3,0,0
1170,2.900000095,1,0,1,12,23,41,1,0,1.064710736,276,1,12,23,0,0
1171,7.650000095,1,0,0,12,13,31,0,0,2.034705639,156,1,12,13,0,0
1172,15,1,0,0,18,35,59,0,0,2.708050251,630,1,18,35,0,0
1173,20,0,0,0,16,4,26,0,0,2.995732307,64,0,0,0,0,0
1174,7.699999809,1,0,0,12,21,39,0,0,2.041220188,252,1,12,21,0,0
1175,11,0,0,0,12,15,33,0,0,2.397895336,180,0,0,0,0,0
1176,7,1,0,0,12,16,34,0,0,1.945910096,192,1,12,16,0,0
1177,9,0,0,1,12,12,30,0,0,2.197224617,144,0,0,0,0,0
1178,7.690000057,0,0,0,12,12,30,0,0,2.039920807,144,0,0,0,0,0
1179,13,1,0,0,14,12,32,0,0,2.564949274,168,1,14,12,0,0
1180,8.43999958,1,0,0,12,32,50,0,0,2.132982254,384,1,12,32,0,0
1181,16.15999985,1,0,1,16,17,39,1,0,2.782539129,272,1,16,17,0,0
1182,12,1,0,0,18,3,27,0,0,2.484906673,54,1,18,3,0,0
1183,8.149999619,1,1,0,12,39,57,0,1,2.098017931,468,1,12,39,1,12
1184,6.96999979,1,0,1,9,32,47,0,0,1.941615224,288,1,9,32,0,0
1185,15.84000015,1,0,0,16,8,30,0,0,2.762538433,128,1,16,8,0,0
1186,11.5,0,0,0,12,16,34,0,0,2.44234705,192,0,0,0,0,0
1187,16,1,1,0,16,14,36,0,1,2.77258873,224,1,16,14,1,16
1188,14.5,1,1,1,16,23,45,0,1,2.67414856,368,1,16,23,1,16
1189,7.5,0,1,0,14,11,31,0,0,2.014903069,154,0,0,0,1,14
1190,8.520000458,1,0,0,10,16,32,0,0,2.142416477,160,1,10,16,0,0
1191,16.82999992,0,0,0,18,7,31,1,0,2.823163033,126,0,0,0,0,0
1192,7.949999809,1,0,0,11,33,50,1,0,2.073171854,363,1,11,33,0,0
1193,6.429999828,1,0,0,12,35,53,1,0,1.86097455,420,1,12,35,0,0
1194,6,1,1,0,12,35,53,0,1,1.791759491,420,1,12,35,1,12
1195,6,1,1,0,16,5,27,0,1,1.791759491,80,1,16,5,1,16
1196,9.109999657,1,0,0,12,3,21,0,0,2.209372759,36,1,12,3,0,0
1197,5.75,1,0,0,12,11,29,1,0,1.749199867,132,1,12,11,0,0
1198,17.32999992,1,0,0,12,26,44,0,0,2.852439165,312,1,12,26,0,0
1199,4,1,0,0,12,35,53,0,0,1.386294365,420,1,12,35,0,0
1200,11,0,0,0,12,35,53,1,0,2.397895336,420,0,0,0,0,0
1201,8,0,1,0,12,24,42,0,0,2.079441547,288,0,0,0,1,12
1202,6,1,0,0,16,2,24,0,0,1.791759491,32,1,16,2,0,0
1203,9.239999771,0,0,0,16,21,43,1,0,2.223541975,336,0,0,0,0,0
1204,8.100000381,0,0,0,12,13,31,0,0,2.091864109,156,0,0,0,0,0
1205,6,1,1,0,12,3,21,0,1,1.791759491,36,1,12,3,1,12
1206,9,1,1,0,12,9,27,0,1,2.197224617,108,1,12,9,1,12
1207,6,1,1,0,12,3,21,0,1,1.791759491,36,1,12,3,1,12
1208,9,1,1,1,12,19,37,0,1,2.197224617,228,1,12,19,1,12
1209,13,0,0,0,11,19,36,0,0,2.564949274,209,0,0,0,0,0
1210,4.5,1,1,0,12,21,39,0,1,1.504077435,252,1,12,21,1,12
1211,12.5,1,0,0,18,6,30,1,0,2.525728703,108,1,18,6,0,0
1212,8.329999924,0,0,0,18,30,54,1,0,2.11986351,540,0,0,0,0,0
1213,10.10000038,1,0,0,14,13,33,1,0,2.312535524,182,1,14,13,0,0
1214,11,0,0,0,12,6,24,0,0,2.397895336,72,0,0,0,0,0
1215,9.609999657,0,0,0,16,31,53,1,0,2.26280427,496,0,0,0,0,0
1216,5,1,0,0,12,10,28,0,0,1.609437943,120,1,12,10,0,0
1217,5.75,1,0,0,10,2,18,0,0,1.749199867,20,1,10,2,0,0
1218,4.329999924,0,0,0,18,7,31,1,0,1.46556747,126,0,0,0,0,0
1219,18,0,1,1,16,17,39,0,0,2.890371799,272,0,0,0,1,16
1220,10,0,0,1,12,24,42,0,0,2.302585125,288,0,0,0,0,0
1221,19.22999954,0,0,0,16,34,56,1,0,2.956471443,544,0,0,0,0,0
1222,18,1,1,1,16,9,31,0,1,2.890371799,144,1,16,9,1,16
1223,19.25,1,1,0,12,15,33,1,1,2.957510948,180,1,12,15,1,12
1224,17.5,0,0,1,12,16,34,0,0,2.862200975,192,0,0,0,0,0
1225,5,0,0,0,12,1,19,0,0,1.609437943,12,0,0,0,0,0
1226,18.28000069,1,0,0,16,9,31,1,0,2.905807495,144,1,16,9,0,0
1227,5.099999905,1,0,0,12,34,52,0,0,1.629240513,408,1,12,34,0,0
1228,8,1,0,0,16,1,23,0,0,2.079441547,16,1,16,1,0,0
1229,15.31999969,0,0,0,12,24,42,0,0,2.729159117,288,0,0,0,0,0
1230,5.25,1,0,0,12,9,27,0,0,1.65822804,108,1,12,9,0,0
1231,11.32999992,0,0,1,12,17,35,1,0,2.427453995,204,0,0,0,0,0
1232,20.25,0,0,0,16,22,44,1,0,3.008154869,352,0,0,0,0,0
1233,15.90999985,1,0,1,18,19,43,1,0,2.766947746,342,1,18,19,0,0
1234,14,0,0,0,12,30,48,0,0,2.639057398,360,0,0,0,0,0
1235,12.30000019,0,0,0,20,5,31,1,0,2.509599209,100,0,0,0,0,0
1236,14,0,0,1,12,18,36,0,0,2.639057398,216,0,0,0,0,0
1237,25,1,0,0,18,35,59,1,0,3.218875885,630,1,18,35,0,0
1238,4.800000191,1,0,0,10,35,51,1,0,1.568615913,350,1,10,35,0,0
1239,4.25,1,0,0,7,35,48,1,0,1.446918964,245,1,7,35,0,0
1240,10,0,0,0,10,32,48,0,0,2.302585125,320,0,0,0,0,0
1241,5.199999809,1,0,0,12,4,22,0,0,1.648658633,48,1,12,4,0,0
1242,9,0,0,0,14,6,26,0,0,2.197224617,84,0,0,0,0,0
1243,5.25,0,0,0,11,1,18,0,0,1.65822804,11,0,0,0,0,0
1244,12,1,0,0,12,19,37,0,0,2.484906673,228,1,12,19,0,0
1245,15,0,0,1,12,15,33,0,0,2.708050251,180,0,0,0,0,0
1246,10.43999958,1,0,0,14,10,30,0,0,2.345644474,140,1,14,10,0,0
1247,7.5,1,0,0,14,31,51,0,0,2.014903069,434,1,14,31,0,0
1248,6,0,0,0,12,1,19,0,0,1.791759491,12,0,0,0,0,0
1249,7.559999943,1,0,0,14,6,26,0,0,2.022871256,84,1,14,6,0,0
1250,8,1,0,0,12,6,24,0,0,2.079441547,72,1,12,6,0,0
1251,15,0,0,0,14,28,48,1,0,2.708050251,392,0,0,0,0,0
1252,18,0,0,0,12,28,46,0,0,2.890371799,336,0,0,0,0,0
1253,4.25,1,0,0,12,0,18,0,0,1.446918964,0,1,12,0,0,0
1254,6,0,0,0,12,37,55,0,0,1.791759491,444,0,0,0,0,0
1255,22.21999931,0,0,0,12,20,38,1,0,3.10099268,240,0,0,0,0,0
1256,6,1,0,0,12,16,34,1,0,1.791759491,192,1,12,16,0,0
1257,1.669999957,0,0,0,16,10,32,1,0,0.512823582,160,0,0,0,0,0
1258,13.35000038,0,0,1,16,20,42,0,0,2.591516495,320,0,0,0,0,0
1259,10.5,0,0,0,12,12,30,0,0,2.351375341,144,0,0,0,0,0
1260,27.87999916,0,0,0,7,39,52,1,0,3.32790947,273,0,0,0,0,0
1261,5.25,1,0,0,12,5,23,0,0,1.65822804,60,1,12,5,0,0
1262,6.829999924,1,0,0,16,13,35,0,0,1.921324611,208,1,16,13,0,0
1263,14.75,0,1,0,12,23,41,0,0,2.691243172,276,0,0,0,1,12
1264,5,1,0,0,12,3,21,0,0,1.609437943,36,1,12,3,0,0
1265,4,1,0,0,12,14,32,0,0,1.386294365,168,1,12,14,0,0
1266,9.619999886,0,0,1,16,5,27,1,0,2.263844252,80,0,0,0,0,0
1267,12,0,0,0,12,10,28,0,0,2.484906673,120,0,0,0,0,0
1268,9,1,0,0,12,23,41,0,0,2.197224617,276,1,12,23,0,0
1269,5,1,1,0,10,38,54,0,1,1.609437943,380,1,10,38,1,10
1270,12.10000038,0,0,1,16,5,27,1,0,2.493205547,80,0,0,0,0,0
1271,12,0,0,0,12,23,41,1,0,2.484906673,276,0,0,0,0,0
1272,9.720000267,1,0,0,12,19,37,0,0,2.274185658,228,1,12,19,0,0
1273,12.97999954,0,0,0,12,45,63,1,0,2.563409567,540,0,0,0,0,0
1274,12.5,0,1,1,7,47,60,0,0,2.525728703,329,0,0,0,1,7
1275,10,0,1,1,12,18,36,0,0,2.302585125,216,0,0,0,1,12
1276,6.050000191,1,0,0,11,21,38,0,0,1.800058246,231,1,11,21,0,0
1277,10.85000038,1,1,0,12,27,45,0,1,2.384165049,324,1,12,27,1,12
1278,24.03000069,0,0,1,16,36,58,1,0,3.179303169,576,0,0,0,0,0
1279,15.81000042,1,0,0,12,12,30,0,0,2.760642767,144,1,12,12,0,0
1280,12.97999954,1,1,0,14,17,37,1,1,2.563409567,238,1,14,17,1,14
1281,2.130000114,1,0,0,12,10,28,0,0,0.756122053,120,1,12,10,0,0
1282,16.57999992,0,0,0,12,18,36,0,0,2.80819726,216,0,0,0,0,0
1283,21.45000076,0,0,0,16,27,49,1,0,3.065724611,432,0,0,0,0,0
1284,13.14000034,1,0,0,12,30,48,0,0,2.575660944,360,1,12,30,0,0
1285,1.669999957,1,0,0,10,45,61,1,0,0.512823582,450,1,10,45,0,0
1286,7,0,0,0,12,7,25,0,0,1.945910096,84,0,0,0,0,0
1287,14.89999962,0,0,0,16,9,31,1,0,2.701361179,144,0,0,0,0,0
1288,5.900000095,1,0,0,12,31,49,0,0,1.774952412,372,1,12,31,0,0
1289,10,0,0,1,12,20,38,1,0,2.302585125,240,0,0,0,0,0